id,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
2114,41, ?,155041, HS-grad,9, Never-married, ?, Own-child, White, Female,3418,0,40, United-States
2115,36, Local-gov,187411, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States
2116,54, Self-emp-not-inc,166368, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,25, United-States
2117,77, Private,213136, Doctorate,16, Widowed, Exec-managerial, Unmarried, White, Male,0,0,40, United-States
2118,17, Private,117549, 11th,7, Never-married, Sales, Own-child, Black, Female,0,0,35, United-States
2119,29, Private,177955, 9th,5, Never-married, Priv-house-serv, Unmarried, White, Female,0,0,24, El-Salvador
2120,79, Local-gov,132668, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States
2121,54, Local-gov,231482, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal
2122,58, Private,223214, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, ?
2123,34, Private,301251, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
2124,27, Private,188909, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States
2125,42, Private,67243, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Portugal
2126,42, Private,171069, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Black, Male,15024,0,40, United-States
2127,38, Local-gov,347491, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
2128,24, Private,152724, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States
2129,22, Private,137320, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States
2130,47, Local-gov,169324, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Black, Female,4386,0,35, United-States
2131,47, ?,58440, Assoc-voc,11, Married-civ-spouse, ?, Husband, White, Male,0,0,45, United-States
2132,22, Private,366139, Some-college,10, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States
2133,27, Private,152951, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States
2134,37, Private,261241, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,1485,50, United-States
2135,38, Federal-gov,104236, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,1471,0,40, United-States
2136,21, Private,291232, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States
2137,50, Private,62593, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States
2138,34, Private,69727, 1st-4th,2, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico
2139,46, Self-emp-not-inc,135339, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, India
2140,27, Local-gov,190330, Assoc-voc,11, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States
2141,72, Self-emp-not-inc,243769, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,1429,20, United-States
2142,19, ?,197057, Some-college,10, Never-married, ?, Own-child, Black, Male,0,0,30, United-States
2143,64, Self-emp-not-inc,198186, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, ?
2144,51, Private,54465, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States
2145,21, Self-emp-not-inc,190968, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,25, United-States
2146,30, Private,332975, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,55, United-States
2147,22, Private,125010, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States
2148,61, Private,54780, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
2149,87, ?,97295, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,3, United-States
2150,49, Private,198126, 7th-8th,4, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States
2151,62, Self-emp-not-inc,96299, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
2152,39, Self-emp-inc,233117, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
2153,19, Private,183258, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
2154,38, ?,245372, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,75, United-States
2155,39, Private,236648, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1848,42, United-States
2156,34, Private,346736, Assoc-acdm,12, Never-married, Exec-managerial, Own-child, White, Female,0,0,50, United-States
2157,36, Private,326352, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States
2158,52, Local-gov,192853, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Jamaica
2159,41, Self-emp-not-inc,138077, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,10, United-States
2160,43, Private,197093, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States
2161,50, Private,176240, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
2162,38, Private,233571, Some-college,10, Married-civ-spouse, Tech-support, Wife, White, Female,0,1902,40, United-States
2163,34, Private,284629, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
2164,43, Private,214242, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Poland
2165,51, Private,85942, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,32, United-States
2166,53, Private,130143, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States
2167,53, Private,155403, HS-grad,9, Divorced, Other-service, Unmarried, Black, Female,0,0,20, United-States
2168,40, Self-emp-not-inc,33474, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
2169,25, Local-gov,136357, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
2170,72, Private,109385, 1st-4th,2, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,36, United-States
2171,39, Private,94036, HS-grad,9, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States
2172,49, Private,547108, Bachelors,13, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,15024,0,40, ?
2173,40, Private,234397, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States
2174,29, Private,29261, Assoc-voc,11, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States
2175,59, Local-gov,170423, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
2176,66, ?,188686, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,0,0,4, United-States
2177,29, Private,262758, Assoc-acdm,12, Never-married, Other-service, Unmarried, Black, Male,0,625,60, United-States
2178,20, ?,295763, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States
2179,31, Private,156493, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
2180,54, ?,108233, Assoc-acdm,12, Separated, ?, Not-in-family, Black, Female,0,0,20, United-States
2181,22, Private,442478, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,20, United-States
2182,57, Self-emp-not-inc,69905, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,15024,0,40, United-States
2183,61, ?,29059, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,12, United-States
2184,34, Private,259818, HS-grad,9, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States
2185,65, Private,475775, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,22, United-States
2186,27, Private,31493, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, United-States
2187,29, Private,178610, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,21, United-States
2188,36, Federal-gov,116580, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States
2189,62, Local-gov,106069, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
2190,18, Private,54440, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States
2191,31, Private,174215, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,35, United-States
2192,42, State-gov,355756, Some-college,10, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States
2193,22, Private,285580, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States
2194,25, Private,48029, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
2195,42, Private,67243, 1st-4th,2, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,55, Portugal
2196,19, Private,106306, Some-college,10, Never-married, Craft-repair, Own-child, White, Female,0,0,20, United-States
2197,56, Private,147653, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States
2198,30, Private,111567, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
2199,22, Private,282202, HS-grad,9, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, Mexico
2200,58, Local-gov,137249, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,33, United-States
2201,19, Private,159269, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,18, United-States
2202,25, Local-gov,202300, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
2203,37, Private,218249, 11th,7, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States
2204,63, Private,130968, 9th,5, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States
2205,49, Private,353824, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States
2206,52, Local-gov,178983, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
2207,38, Private,46706, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States
2208,37, Private,119992, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2603,60, United-States
2209,21, Private,137895, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States
2210,49, Private,256417, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,5013,0,40, Mexico
2211,18, Private,192022, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States
2212,32, Private,101103, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States
2213,38, Private,349198, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,21, United-States
2214,81, Self-emp-inc,104443, HS-grad,9, Widowed, Sales, Not-in-family, White, Female,0,0,40, ?
2215,39, Private,172186, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,5013,0,40, United-States
2216,56, Private,82050, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,40, United-States
2217,42, Federal-gov,348059, Assoc-acdm,12, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States
2218,23, ?,163053, 10th,6, Never-married, ?, Not-in-family, White, Female,0,0,20, United-States
2219,30, Private,378009, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States
2220,48, Local-gov,204629, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, Canada
2221,47, Private,151826, 10th,6, Divorced, Tech-support, Unmarried, Black, Female,0,0,38, United-States
2222,40, Private,169262, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,3411,0,50, United-States
2223,41, Private,33126, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States
2224,24, Private,361278, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
2225,32, Local-gov,73514, Assoc-voc,11, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States
2226,63, Private,55946, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
2227,18, Self-emp-not-inc,161245, 12th,8, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States
2228,27, Private,191515, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States
2229,52, Private,164519, HS-grad,9, Widowed, Adm-clerical, Other-relative, Black, Female,0,0,40, United-States
2230,41, Private,313830, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
2231,19, ?,768659, Some-college,10, Never-married, ?, Not-in-family, White, Male,0,0,60, United-States
2232,21, Private,334693, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States
2233,36, Self-emp-inc,196554, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States
2234,58, ?,169590, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,0,0,40, United-States
2235,18, Private,127388, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States
2236,29, Private,100049, HS-grad,9, Married-spouse-absent, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States
2237,27, Private,115438, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States
2238,45, Private,193407, Assoc-voc,11, Divorced, Sales, Not-in-family, White, Female,0,0,44, United-States
2239,41, Private,200009, 10th,6, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States
2240,32, Private,198813, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
2241,50, Private,266433, Some-college,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States
2242,36, Private,144752, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,48, United-States
2243,36, Private,196554, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States
2244,43, Private,303155, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
2245,21, Private,154192, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
2246,24, Private,195770, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States
2247,39, Private,102976, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States
2248,28, Private,102142, Some-college,10, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States
2249,45, Private,102288, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
2250,42, Self-emp-not-inc,247422, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
2251,50, Local-gov,68898, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States
2252,63, Private,116993, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
2253,53, Self-emp-inc,200400, Doctorate,16, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States
2254,20, Private,180052, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,22, United-States
2255,55, Private,205759, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
2256,28, Private,150025, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Puerto-Rico
2257,36, Private,196662, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, Puerto-Rico
2258,43, ?,49665, HS-grad,9, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States
2259,22, Private,55614, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States
2260,24, Private,308239, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,4, United-States
2261,26, Private,269168, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States
2262,26, Private,182390, 11th,7, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States
2263,41, Private,347653, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
2264,22, Private,234970, Some-college,10, Never-married, Other-service, Own-child, Black, Female,0,0,40, ?
2265,21, ?,72621, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,45, United-States
2266,19, Private,456736, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States
2267,24, State-gov,334693, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
2268,43, Private,185015, 5th-6th,3, Married-spouse-absent, Priv-house-serv, Other-relative, White, Female,0,0,40, El-Salvador
2269,35, ?,29075, 11th,7, Divorced, ?, Unmarried, Amer-Indian-Eskimo, Female,0,0,6, United-States
2270,26, Private,156848, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States
2271,32, Private,265190, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
2272,38, Self-emp-inc,179579, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
2273,25, Private,334267, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,45, United-States
2274,38, Private,65624, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States
2275,50, State-gov,46401, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
2276,61, Private,345697, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,40, United-States
2277,35, Private,107302, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
2278,28, Private,337424, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,80, United-States
2279,32, Private,327902, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
2280,42, Private,187702, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States
2281,45, Private,171540, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
2282,29, Private,173789, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
2283,36, Private,81259, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,0,0,36, United-States
2284,19, ?,93604, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,20, United-States
2285,21, ?,189888, Assoc-acdm,12, Never-married, ?, Not-in-family, White, Male,0,0,48, United-States
2286,36, Private,75826, 10th,6, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States
2287,52, Self-emp-inc,29887, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
2288,28, Private,220656, 11th,7, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States
2289,37, Private,123104, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
2290,17, ?,165069, 10th,6, Never-married, ?, Own-child, White, Male,0,1721,40, United-States
2291,58, ?,365410, Some-college,10, Separated, ?, Other-relative, White, Female,0,0,99, United-States
2292,19, Self-emp-not-inc,242965, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States
2293,47, Private,186157, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
2294,48, Private,146497, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,50, United-States
2295,72, Private,74749, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,17, United-States
2296,52, Local-gov,266433, Some-college,10, Widowed, Tech-support, Unmarried, White, Female,0,0,40, United-States
2297,42, Private,144056, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States
2298,18, Private,56613, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, United-States
2299,62, State-gov,312286, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States
2300,32, Private,296538, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,42, United-States
2301,41, Local-gov,207685, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,61, United-States
2302,47, Private,175600, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
2303,56, Private,294209, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States
2304,33, State-gov,65018, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,20, China
2305,25, State-gov,120268, Some-college,10, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, United-States
2306,18, Self-emp-not-inc,68073, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States
2307,36, Private,24504, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
2308,57, Private,114686, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,2202,0,44, United-States
2309,60, Private,290754, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, ?
2310,35, Local-gov,252217, 12th,8, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States
2311,44, Private,137304, HS-grad,9, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States
2312,31, Self-emp-not-inc,23500, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,75, United-States
2313,31, Private,324386, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
2314,33, Self-emp-not-inc,105229, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
2315,30, Private,193246, HS-grad,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States
2316,36, Private,31023, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
2317,38, State-gov,534775, Some-college,10, Never-married, Tech-support, Unmarried, Black, Female,0,0,50, United-States
2318,43, Private,179866, Bachelors,13, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States
2319,58, Private,112945, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
2320,26, Local-gov,197430, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States
2321,59, Private,160271, 7th-8th,4, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
2322,41, Local-gov,271927, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States
2323,20, Private,199703, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,28, United-States
2324,25, Private,176864, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
2325,28, Private,113839, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
2326,18, ?,236276, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,20, United-States
2327,66, Private,250226, HS-grad,9, Widowed, Sales, Not-in-family, White, Female,0,0,16, United-States
2328,40, Self-emp-not-inc,33219, Assoc-acdm,12, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States
2329,27, Private,209085, HS-grad,9, Never-married, Sales, Other-relative, White, Male,0,0,45, United-States
2330,26, Private,331861, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States
2331,46, Private,95864, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States
2332,40, Private,53774, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,4064,0,12, United-States
2333,28, Private,52199, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States
2334,41, Private,200479, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
2335,26, State-gov,179633, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States
2336,21, Self-emp-not-inc,87169, HS-grad,9, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States
2337,42, Private,111468, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,3325,0,40, United-States
2338,23, Federal-gov,244480, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,15, United-States
2339,58, State-gov,179089, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
2340,46, Private,269034, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Dominican-Republic
2341,49, Private,213897, Bachelors,13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Japan
2342,59, Local-gov,53612, Masters,14, Separated, Prof-specialty, Own-child, Black, Female,0,0,35, United-States
2343,50, Private,106422, HS-grad,9, Married-civ-spouse, Sales, Wife, Black, Female,0,1485,37, United-States
2344,18, Private,131825, 11th,7, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,21, United-States
2345,50, Private,339954, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
2346,61, Federal-gov,512864, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States
2347,64, ?,201700, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States
2348,53, Private,214868, Assoc-voc,11, Never-married, Adm-clerical, Other-relative, Black, Female,0,2001,40, United-States
2349,22, Private,220603, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States
2350,48, Self-emp-not-inc,136455, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,60, United-States
2351,21, Private,472861, 11th,7, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States
2352,18, Self-emp-not-inc,194091, 11th,7, Never-married, Farming-fishing, Own-child, White, Male,0,0,24, United-States
2353,38, Federal-gov,198841, Some-college,10, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
2354,29, Private,102875, 11th,7, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,20, United-States
2355,43, Self-emp-not-inc,61287, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
2356,18, Private,261714, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,15, United-States
2357,37, ?,111268, Assoc-voc,11, Never-married, ?, Own-child, White, Female,0,0,32, United-States
2358,64, Private,191477, 5th-6th,3, Widowed, Priv-house-serv, Unmarried, Black, Female,0,0,4, United-States
2359,18, Private,32059, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,23, United-States
2360,38, Self-emp-not-inc,103474, Bachelors,13, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States
2361,59, Private,47444, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,74, United-States
2362,67, State-gov,173623, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,4931,0,30, United-States
2363,37, Private,49687, Bachelors,13, Divorced, Craft-repair, Not-in-family, White, Male,0,1980,40, United-States
2364,24, Private,196674, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
2365,19, Private,223669, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States
2366,25, Private,269015, HS-grad,9, Never-married, Other-service, Other-relative, Black, Female,0,0,40, United-States
